experiment_id,model_name,features,seed,accuracy,precision,recall,f1,auc,timestamp
logistic_regression_20251024_015150,baseline_lr,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:51:50.282105
svm_20251024_015154,baseline_svm,svm,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:51:54.189240
naive_bayes_20251024_015158,baseline_nb,naive_bayes,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T01:51:58.018347
complement_nb_20251024_015201,baseline_cnb,complement_nb,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T01:52:01.846811
logistic_regression_20251024_015217,cv_baseline_run1,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:52:17.934971
logistic_regression_20251024_015217,cv_baseline_run2,logistic_regression,tfidf,43,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:52:17.999326
logistic_regression_20251024_015218,cv_baseline_run3,logistic_regression,tfidf,44,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:52:18.052223
logistic_regression_20251024_015532,baseline,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T01:55:32.183381
logistic_regression_20251024_020604,baseline_lr,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:06:04.597810
svm_20251024_020608,baseline_svm,svm,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:06:08.500974
naive_bayes_20251024_020612,baseline_nb,naive_bayes,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T02:06:12.411804
complement_nb_20251024_020616,baseline_cnb,complement_nb,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T02:06:16.269174
logistic_regression_20251024_020659,baseline_lr,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:06:59.567436
svm_20251024_020703,baseline_svm,svm,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:03.433127
naive_bayes_20251024_020707,baseline_nb,naive_bayes,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:07.288477
complement_nb_20251024_020711,baseline_cnb,complement_nb,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:11.123186
logistic_regression_20251024_020726,cv_baseline_run1,logistic_regression,tfidf,42,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:26.704555
logistic_regression_20251024_020726,cv_baseline_run2,logistic_regression,tfidf,43,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:26.768890
logistic_regression_20251024_020726,cv_baseline_run3,logistic_regression,tfidf,44,1.0,1.0,1.0,1.0,1.0,"{""C"": 0.01, ""use_metadata"": false}",2025-10-24T02:07:26.832925
logistic_regression_20251024_022905,baseline_lr,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T02:29:05.764400
svm_20251024_022910,baseline_svm,svm,tfidf,42,0.8411899313501144,0.7548209366391184,0.5150375939849624,0.6122905027932961,0.8730822064234999,"{""C"": 0.1, ""use_metadata"": false}",2025-10-24T02:29:10.722851
naive_bayes_20251024_022915,baseline_nb,naive_bayes,tfidf,42,0.8366132723112129,0.664783427495292,0.6635338345864662,0.6641580432737535,0.873485892589914,"{""alpha"": 0.1, ""use_metadata"": false}",2025-10-24T02:29:15.312924
complement_nb_20251024_022919,baseline_cnb,complement_nb,tfidf,42,0.8041189931350115,0.5760233918128655,0.7406015037593985,0.6480263157894737,0.8700050944057057,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T02:29:19.957170
logistic_regression_20251024_022954,cv_baseline_run1,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T02:29:54.524365
logistic_regression_20251024_022955,cv_baseline_run2,logistic_regression,tfidf,43,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T02:29:55.576217
logistic_regression_20251024_022956,cv_baseline_run3,logistic_regression,tfidf,44,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T02:29:56.617304
logistic_regression_20251024_103322,baseline_lr,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:33:22.412467
svm_20251024_103327,baseline_svm,svm,tfidf,42,0.8411899313501144,0.7548209366391184,0.5150375939849624,0.6122905027932961,0.8730822064234999,"{""C"": 0.1, ""use_metadata"": false}",2025-10-24T10:33:27.327623
naive_bayes_20251024_103332,baseline_nb,naive_bayes,tfidf,42,0.8366132723112129,0.664783427495292,0.6635338345864662,0.6641580432737535,0.873485892589914,"{""alpha"": 0.1, ""use_metadata"": false}",2025-10-24T10:33:32.089492
complement_nb_20251024_103336,baseline_cnb,complement_nb,tfidf,42,0.8041189931350115,0.5760233918128655,0.7406015037593985,0.6480263157894737,0.8700050944057057,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T10:33:36.725486
logistic_regression_20251024_103358,cv_baseline_run1,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:33:58.432893
logistic_regression_20251024_103359,cv_baseline_run2,logistic_regression,tfidf,43,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:33:59.471314
logistic_regression_20251024_103400,cv_baseline_run3,logistic_regression,tfidf,44,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:34:00.495963
logistic_regression_20251024_104209,baseline_lr,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:42:09.916065
svm_20251024_104214,baseline_svm,svm,tfidf,42,0.8411899313501144,0.7548209366391184,0.5150375939849624,0.6122905027932961,0.8730822064234999,"{""C"": 0.1, ""use_metadata"": false}",2025-10-24T10:42:14.892591
naive_bayes_20251024_104219,baseline_nb,naive_bayes,tfidf,42,0.8366132723112129,0.664783427495292,0.6635338345864662,0.6641580432737535,0.873485892589914,"{""alpha"": 0.1, ""use_metadata"": false}",2025-10-24T10:42:19.619239
complement_nb_20251024_104224,baseline_cnb,complement_nb,tfidf,42,0.8041189931350115,0.5760233918128655,0.7406015037593985,0.6480263157894737,0.8700050944057057,"{""alpha"": 0.01, ""use_metadata"": false}",2025-10-24T10:42:24.208698
logistic_regression_20251024_104244,cv_baseline_run1,logistic_regression,tfidf,42,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:42:44.624010
logistic_regression_20251024_104245,cv_baseline_run2,logistic_regression,tfidf,43,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:42:45.682947
logistic_regression_20251024_104246,cv_baseline_run3,logistic_regression,tfidf,44,0.8128146453089244,0.5903083700440529,0.7556390977443609,0.6628194558944766,0.874766316881132,"{""C"": 1.0, ""use_metadata"": false}",2025-10-24T10:42:46.739261
